0	0.739742
1	0.493661
2	0.345906
3	0.455385
4	0.426285
5	0.575428
6	0.121756
7	0.920307
8	0.326052
9	0.643624
10	0.840458
11	0.901662
12	0.208595
13	0.415095
14	0.262214
15	0.540609
16	0.732415
17	0.39214
18	0.298619
19	0.737679
20	0.266905
21	0.89181
22	0.362902
23	0.715644
24	0.331436
25	0.369772
26	0.228909
27	0.966875
28	0.203968
29	0.200745
30	0.536886
31	0.953664
32	0.0529626
33	0.175273
34	0.806684
35	0.51127
36	0.714398
37	0.0305838
38	0.813658
39	0.512311
40	0.884481
41	0.784572
42	0.487502
43	0.437805
44	0.715711
45	0.151911
46	0.319666
47	0.266891
48	0.297371
49	0.790365
50	0.633781
51	0.842691
52	0.0488469
53	0.738641
54	0.652859
55	0.288412
56	0.740878
57	0.0273081
58	0.383651
59	0.920722
60	0.209487
61	0.123237
62	0.363354
63	0.432968
64	0.523545
65	0.399622
66	0.648757
67	0.622107
68	0.101746
69	0.319279
70	0.795907
71	0.213842
72	0.673657
73	0.577705
74	0.059952
75	0.761687
76	0.33765
77	0.132719
78	0.721247
79	0.226362
80	0.971942
81	0.0641317
82	0.762322
83	0.295252
84	0.727818
85	0.308918
86	0.126513
87	0.549249
88	0.583819
89	0.966518
90	0.0884587
91	0.4825
92	0.998163
93	0.836602
94	0.613459
95	0.956516
96	0.88962
97	0.643198
98	0.14956
99	0.451549
100	0.724961
101	0.464111
102	0.791147
103	0.168422
104	0.442265
105	0.0041402
106	0.540678
107	0.580875
108	0.93446
109	0.395989
110	0.255235
111	0.420491
112	0.757004
113	0.295214
114	0.257681
115	0.0343979
116	0.135552
117	0.687842
118	0.473309
119	0.0804536
120	0.477577
121	0.96195
122	0.0220189
123	0.131712
124	0.108548
125	0.383891
126	0.985366
127	0.815231
128	0.545593
129	0.863063
130	0.85927
131	0.0104598
132	0.447127
133	0.0200865
134	0.990413
135	0.123539
136	0.945549
137	0.387027
138	0.0884689
139	0.764816
140	0.0862706
141	0.175938
142	0.440573
143	0.526051
144	0.685601
145	0.858875
146	0.927074
147	0.556641
148	0.223206
149	0.761981
150	0.907749
151	0.0713064
152	0.427043
153	0.299205
154	0.638421
155	0.95123
156	0.393834
157	0.682555
158	0.255609
159	0.675911
160	0.551903
161	0.661799
162	0.374295
163	0.444255
164	0.709345
165	0.942555
166	0.895712
167	0.497373
168	0.0625309
169	0.131242
170	0.623795
171	0.162224
172	0.996956
173	0.840869
174	0.554564
175	0.900428
176	0.833041
177	0.754087
178	0.630061
179	0.9684
180	0.731342
181	0.878467
182	0.849314
183	0.316623
184	0.0110926
185	0.360299
186	0.890885
187	0.519594
188	0.0389929
189	0.924691
190	0.53332
191	0.806433
192	0.746539
193	0.0316296
194	0.297697
195	0.877667
196	0.032947
197	0.565907
198	0.715957
199	0.832938
200	0.304666
201	0.779032
202	0.0873498
203	0.680212
204	0.391783
205	0.103177
206	0.908852
207	0.53641
208	0.534688
209	0.84495
210	0.668897
211	0.35983
212	0.333255
213	0.709539
214	0.870084
215	0.598435
216	0.1245
217	0.836303
218	0.266225
219	0.458013
220	0.113997
221	0.025335
222	0.524463
223	0.0295522
224	0.320089
225	0.58052
226	0.991655
227	0.538487
228	0.279497
229	0.185681
230	0.476044
231	0.489467
232	0.224215
233	0.259832
234	0.850835
235	0.146678
236	0.948923
237	0.513541
238	0.128336
239	0.168717
240	0.0218214
241	0.784239
242	0.420025
243	0.112592
244	0.123252
245	0.937131
246	0.829658
247	0.400169
248	0.939016
249	0.0186586
250	0.442758
251	0.936186
252	0.234156
253	0.572311
254	0.437114
255	0.944067
256	0.412129
257	0.596012
258	0.744553
259	0.899201
260	0.601249
261	0.864549
262	0.0713387
263	0.467573
264	0.325106
265	0.797699
266	0.742029
267	0.479658
268	0.969757
269	0.832057
270	0.893977
271	0.759276
272	0.725111
273	0.951037
274	0.837146
275	0.523335
276	0.87885
277	0.964269
278	0.0741502
279	0.456579
280	0.968429
281	0.320565
282	0.303477
283	0.256419
284	0.946042
285	0.247863
286	0.772499
287	0.524516
288	0.399289
289	0.523156
290	0.367234
291	0.173171
292	0.789614
293	0.689345
294	0.74157
295	0.701036
296	0.787769
297	0.756783
298	0.234342
299	0.961852
300	0.872254
301	0.464124
302	0.11128
303	0.436409
304	0.341236
305	0.157042
306	0.655949
307	0.314385
308	0.671866
309	0.575394
310	0.0509411
311	0.574821
312	0.509701
313	0.0934327
314	0.493873
315	0.418723
316	0.0642343
317	0.552645
318	0.432611
319	0.8936
320	0.252777
321	0.0155165
322	0.838641
323	0.714439
324	0.640817
325	0.895871
326	0.952433
327	0.920372
328	0.491991
329	0.535981
330	0.578459
331	0.158494
332	0.029453
333	0.960583
334	0.732966
335	0.786088
336	0.891541
337	0.961641
338	0.766097
339	0.190681
340	0.476062
341	0.557534
342	0.0608414
343	0.883162
344	0.9085
345	0.784477
346	0.778421
347	0.129009
348	0.331018
349	0.418948
350	0.708109
351	0.603058
352	0.428063
353	0.25376
354	0.27731
355	0.244357
356	0.718026
357	0.699566
358	0.207766
359	0.953599
360	0.897671
361	0.872942
362	0.8471
363	0.265519
364	0.58678
365	0.526862
366	0.355905
367	0.982041
368	0.0290882
369	0.229017
370	0.25678
371	0.551124
372	0.0537205
373	0.0994718
374	0.835543
375	0.78614
376	0.921257
377	0.567944
378	0.0551803
379	0.790607
380	0.686469
381	0.68283
382	0.0797175
383	0.748695
384	0.397193
385	0.876686
386	0.747168
387	0.0556471
388	0.24371
389	0.095792
390	0.321719
391	0.749898
392	0.250612
393	0.512451
394	0.584218
395	0.715036
396	0.260158
397	0.98125
398	0.691169
399	0.133829
400	0.34243
401	0.203468
402	0.913596
403	0.0275807
404	0.545084
405	0.151483
406	0.244101
407	0.30286
408	0.144132
409	0.509652
410	0.642311
411	0.871428
412	0.409505
413	0.34873
414	0.64507
415	0.680135
416	0.00933831
417	0.163847
418	0.542404
419	0.64674
420	0.293968
421	0.212794
422	0.0437215
423	0.37275
424	0.663944
425	0.618287
426	0.192746
427	0.0520575
428	0.0752194
429	0.893473
430	0.729058
431	0.921207
432	0.258335
433	0.575528
434	0.442138
435	0.523336
436	0.723071
437	0.785227
438	0.949005
439	0.992592
440	0.98678
441	0.334058
442	0.0750894
443	0.290464
444	0.212883
445	0.905887
446	0.561664
447	0.646936
448	0.947017
449	0.333706
450	0.144034
451	0.902994
452	0.719712
453	0.683708
454	0.251452
455	0.841411
456	0.821162
457	0.559652
458	0.802121
459	0.106923
460	0.485632
461	0.140318
462	0.436216
463	0.148175
464	0.940548
465	0.624989
466	0.372901
467	0.790562
468	0.183817
469	0.130655
470	0.428783
471	0.492148
472	0.497716
473	0.931143
474	0.780931
475	0.603225
476	0.367903
477	0.00301733
478	0.317503
479	0.6138
480	0.525461
481	0.543228
482	0.279096
483	0.165855
484	0.322019
485	0.837203
486	0.902428
487	0.201938
488	0.821542
489	0.186957
490	0.0805314
491	0.25015
492	0.893896
493	0.186585
494	0.298451
495	0.747552
496	0.125829
497	0.324723
498	0.978977
499	0.262865
500	0.574005
501	0.632545
502	0.929844
503	0.987611
504	0.550297
505	0.977804
506	0.0736615
507	0.773291
508	0.822533
509	0.0729121
510	0.789213
511	0.400548
512	0.674911
513	0.69324
514	0.0728628
515	0.458986
516	0.604367
517	0.415305
518	0.887041
519	0.523479
520	0.164418
521	0.539283
522	0.215247
523	0.808928
524	0.667061
525	0.210869
526	0.00748881
527	0.48135
528	0.359361
529	0.815261
530	0.643347
531	0.576494
532	0.0977183
533	0.0607869
534	0.771859
535	0.127878
536	0.263734
537	0.509832
538	0.955498
539	0.580288
540	0.244164
541	0.995469
542	0.580558
543	0.573621
544	0.40064
545	0.315587
546	0.146546
547	0.160461
548	0.354962
549	0.944636
550	0.872687
551	0.282254
552	0.552424
553	0.0911793
554	0.900915
555	0.822127
556	0.218388
557	0.0640868
558	0.395306
559	0.622434
560	0.944174
561	0.935547
562	0.246306
563	0.405957
564	0.831589
565	0.0407281
566	0.133033
567	0.276496
568	0.105123
569	0.737061
570	0.158914
571	0.196828
572	0.0520441
573	0.0192708
574	0.149334
575	0.290279
576	0.452348
577	0.913558
578	0.223727
579	0.135873
580	0.455934
581	0.706827
582	0.883205
583	0.430009
584	0.268731
585	0.824042
586	0.609062
587	0.445736
588	0.165087
589	0.76932
590	0.377204
591	0.592138
592	0.414193
593	0.148792
594	0.556179
595	0.871562
596	0.76976
597	0.105805
598	0.0500602
599	0.913779
600	0.0406394
601	0.66792
602	0.527573
603	0.891577
604	0.96464
605	0.168773
606	0.883616
607	0.872736
608	0.482289
609	0.272875
610	0.853316
611	0.631208
612	0.177851
613	0.976687
614	0.0918448
615	0.156238
616	0.378241
617	0.900479
618	0.730562
619	0.27804
620	0.203341
621	0.250079
622	0.0600997
623	0.496746
624	0.37627
625	0.947319
626	0.396795
627	0.977693
628	0.582787
629	0.00724173
630	0.3346
631	0.807423
632	0.988065
633	0.69771
634	0.155032
635	0.00373496
636	0.519984
637	0.669731
638	0.619214
639	0.331677
640	0.957905
641	0.464634
642	0.433481
643	0.586897
644	0.248267
645	0.41424
646	0.91925
647	0.732675
648	0.67033
649	0.29964
650	0.375071
651	0.139285
652	0.801052
653	0.768589
654	0.3284
655	0.873802
656	0.955665
657	0.432437
658	0.0319999
659	0.0859979
660	0.476481
661	0.247099
662	0.856394
663	0.181179
664	0.930564
665	0.426201
666	0.986475
667	0.213171
668	0.178009
669	0.869472
670	0.0635283
671	0.748586
672	0.842737
673	0.819537
674	0.348241
675	0.308576
676	0.616695
677	0.629982
678	0.946608
679	0.544821
680	0.766524
681	0.895856
682	0.296185
683	0.457766
684	0.443309
685	0.912715
686	0.660655
687	0.593105
688	0.143498
689	0.698848
690	0.29986
691	0.0590975
692	0.293366
693	0.88702
694	0.0205531
695	0.667289
696	0.199212
697	0.254277
698	0.501467
699	0.322555
700	0.965471
701	0.748643
702	0.300266
703	0.545311
704	0.284811
705	0.199955
706	0.770829
707	0.806132
708	0.539211
709	0.521763
710	0.0619194
711	0.423563
712	0.595242
713	0.808618
714	0.162254
715	0.556155
716	0.766258
717	0.320465
718	0.953091
719	0.882801
720	0.127006
721	0.61433
722	0.857307
723	0.864861
724	0.910454
725	0.50307
726	0.950443
727	0.705159
728	0.354442
729	0.280093
730	0.152176
731	0.83807
732	0.596269
733	0.516986
734	0.0380882
735	0.823432
736	0.569865
737	0.742543
738	0.823986
739	0.855977
740	0.703136
741	0.940679
742	0.275292
743	0.136283
744	0.0281193
745	0.973275
746	0.859442
747	0.26621
748	0.363026
749	0.141045
750	0.770059
751	0.731901
752	0.206252
753	0.446402
754	0.427973
755	0.130835
756	0.908633
757	0.127851
758	0.00813326
759	0.447566
760	0.0899189
761	0.574674
762	0.198421
763	0.852912
764	0.953318
765	0.91306
766	0.178537
767	0.338366
768	0.0454341
769	0.691247
770	0.559074
771	0.671032
772	0.262307
773	0.496176
774	0.983473
775	0.617971
776	0.973667
777	0.0106527
778	0.231661
779	0.554442
780	0.678132
781	0.173377
782	0.10504
783	0.0356876
784	0.0079054
785	0.075783
786	0.771506
787	0.32949
